,text,withheld_in_countries,hashtags,lang,possibly_sensitive,verified_account,followers_count,location,withheld_anywhere,popularity_score
48947,@Pueng_Gulf17 แต่ มีคนเตือนนางหลายครั้ง ทั้งนี้และโน้น แต่ก็ยังทำ ไม่ใช่บ้านเราไม่มีอะไรแบบนี้ แต่ทำไมชอบฝืนทำในสิ่งที่ไม่ควร,[],[],th,0.0,False,2071,,False,0.004321275930036229
48967, ทหารไทยมันโง่ทุกตัวเลยปะวะ หมดยุคอีดอกแดง ก็อีดอกบี้ ทิชชู่ห่าอะไร เปรียบเทียบจนกูสงสัยมาตรฐานโรงเรียนเตรียมทหารมันสอนอะไรพว…,[],[],th,0.0,False,319,,False,0.03376558020291865
49022, ตอนอัดเพลงฮวาเวอร์อิ้ง ซูจินอัดท่อน ‘the red flower grows~’ ไป 3 ชั่วโมงเพราะเสียงดูลอยๆบ้างเร็วไปบ้าง โซยอนบอกอัดใหม่ไ…,[],[],th,0.0,False,132,,False,0.0012604893901297283
49030, เดินผ่านคอนโดที่สูงที่สุดใน Stockholm ทีไรก็คิดนะ ทำงานอะไรกันวะ 😂 เห็นราคาแล้ว สุดด ชอบมาก วิวสวยมากจริงๆ เห็นทั้งเมือง ,[],[],th,0.0,False,195,,False,0.002379907421945534
49084, ถ้าเราพูดทุกอย่างในใจออกมาได้ มันจะเป็นยังไงวะ,[],[],th,0.0,False,153,,False,7.126047015926358e-05
49095, เคยเจอผู้หญิงคนนึงใส่ชุดกระโปรงสีหวาน แต่เขาไม่ค่อยยิ้ม((เขารูปร่างอวบ)) คนมองเขาเยอะมากๆ เรายืนอยู่ใกล้ๆเลยทักว่า ชุดกระโปรงส…,[],[],th,0.0,False,0,,False,0.00030885036591713405
49097, ฆ่าเชื้อโรค!?? พล.อ.ประยุทธ์ จันทร์โอชา ฉีดสเปรย์แอลกอฮอล์ใส่ผู้สื่อข่าวที่รอทำข่าวแถลงหลังประชุมครม.ที่ทำเนียบรัฐบาล ht…,[],[],th,0.0,False,232,,False,0.027486612100524384
49115, ไนซ์หนีไปลูก #BadRoommateEP9,[],['BadRoommateEP9'],th,0.0,False,140,,False,0.0017846547483117135
49128," ผู้ชายออกคำสั่ง = มีความเป็นผู้นำ
ผู้หญิงออกคำสั่ง = จู้จี้จุกจิก",[],[],th,0.0,False,136,,False,0.001748983949142207
49156, มึงเคยไปกราบศพอีเก้าหรอ  มึงเคยร้องไห้ด้วยนี่,[],[],th,0.0,False,11,,False,0.002519251627147754
49159," 👏บนค่ะ ถ้าติดสาธิตเกษตร    
จะแจกid ลูคัส        
รีอย่างเดียว
ผลออกวันที่19มีนา #ตลาดนัดnct ",[],['ตลาดนัดnct'],th,1.0,False,9,,False,0.00012546328569794154
49180," น้องปริ้นได้ไหม กำลังปริ้นงานพอดี55
#ช่วยมีนแปลนตั้งชื่อลูก",[],['ช่วยมีนแปลนตั้งชื่อลูก'],th,0.0,False,5,,False,0.0001360416529982596
49234, @Notandnam ตอน ม.3 เพื่อนอยากเรียนศิลป์ญี่ปุ่น เขาอยากเป็นแอร์ แต่พ่อแม่อยากให้เรียนวิทย์ เพื่อนร้องไห้หนักมาก เครียดมาก อี…,[],[],th,0.0,False,37,,False,0.0019290786143254318
49242,@HaemGoodSide รอตอนต่อไปน้าาา,[],[],th,0.0,False,1443,,False,0.007202587260483065
49262," วุ่นกันไปทั้งเกาะ!!! เรือรบทิ้งสมอเรือทับสายเคเบิ้ลใต้น้ำ เกาะสมุยไฟดับเกือบทั้งเกาะ

ขนาดทิ้งสมอเรือ ยังสร้างความลำบากขน…",[],[],th,0.0,False,27,,False,0.00024731026253962474
49292, โอ้ยยยยย ทาสที่แท้จริง 5555555555555555555555 ,[],[],th,0.0,False,8,,False,0.0016783041621210555
49295,@jethjaeminx อันไหนคะ,[],[],th,0.0,False,147,,False,9.654134904638973e-06
49336," รักทะเล เวลามีเธอด้วย 🤗💗
สวยซะเกินกว่า บรรยายได้  🌊🐬🐠⛅️

@peckpalit 
#เป๊กผลิตโชค #PeckPalitChokE ",[],"['เป๊กผลิตโชค', 'PeckPalitChokE']",th,0.0,False,418,,False,0.002193275883208858
49345," เป่านกหวีดเปิดทาง รปห. หลอก ปชช. ด้วยวาทกรรม ปฏิรูปก่อนเลือกตั้ง จนได้ รธน. และองค์กรอิสระให้ คสช. สืบทอดอำนาจ

แม้ว่าจะได้ร่…",[],[],th,0.0,False,53,,False,0.0003963400290570422
49352, กุอยากเกิดในประเทศที่จะใส่อะไรก็ได้โดยไม่ต้องมีคนมาทักว่าแขนใหญ่จังเวลาใส่เสื้อแขนกุด ไม่มีใครมาทักว่าท้องหรอเวลาใส่เดรส ไ…,[],[],th,0.0,False,806,,False,0.005342402678927314
49355," 📰 News Update: Ark ร่วง 5 วันติด Cathie Wood มั่นใจ หาโอกาสซื้อหุ้นเพิ่ม

มูลค่ากองทุน Ark Innovation ETF หรือ ARKK ลดลงเป็น…",[],[],th,0.0,False,154,,False,0.0005507699711502514
49362, ขี้โกงงงลักยิ้มอีกแล้ววว ใดๆคือคนตัดแกงมาก555555 wow!!!!!! ,[],[],th,0.0,False,190,,False,0.010926166918435032
49375, ก่อนไลฟ์ก็มีบับเบิ้ลไป แต่คือจริงๆผมก็ตัดสินใจไปแล้วอะนะครับ เพราะมันเป็นวันอังคาร ละก็6โมงแล้ว ผมว่ามันก็โอเค เลยถามไปว่าทำไ…,[],[],th,0.0,False,207,,False,0.0007425162298916287
49377, อย่าว่าแต่ม.4หาตัวเองไม่เจอ เด็กมหาลัยก็หาตัวเองไม่เจอ เรียนจบก็ยังหาไม่เจอ บางทีต่อให้ทำงานแล้วก็ยังหาไม่เจอ สรุปแล้วกูจะเจอ…,[],[],th,0.0,False,147,,False,0.0010096290506109605
49387, ถามจริงๆนะ ,[],[],th,0.0,False,3,,False,0.004659247293408322
49394," ส่งใจแบบคูลๆ~ เขี้ยวน้อยๆของไอ่ต้าว 🥰🥰

#เจ้าแก้มก้อน
#Fluke_Natouch ",[],"['เจ้าแก้มก้อน', 'Fluke_Natouch']",th,0.0,False,177,,False,0.007520536223082768
49395,@johmeanfriends งองมาก ,[],[],th,0.0,False,531,,False,0.0003298695124568354
49399,@yuyulysong ชอบค่ะ555555555,[],[],th,0.0,False,840,,False,0.04335095599688866
49497," ความรู้สึก "" เเล้วกูล่ะ "" เเม่งไม่ตลกเลยนะ",[],[],th,0.0,False,121,,False,0.025061716789376923
49511," ประสบการณ์หัวร้อนที่สุดที่เคยเจอ
ผม: อเมริกาโน่เย็นไม่หวานครับ
บรต: หวานน้อยนะคะ
ผม: ไม่หวานนะครับ
บรต: ค่า ใส่ไซรัปนิดเดียวนะ…",[],[],th,0.0,False,11,,False,0.005814439414441304
49516," #มทสตลกร้าย 
ฝากแท็กนี้หน่อยค่ะ มันจะมีที่ไหนสอบ midterm final เดือนเดียวกัน อ๋อออ #มทส
#อภิปรายไม่ไว้วางใจ64 ",[],"['มทสตลกร้าย', 'มทส', 'อภิปรายไม่ไว้วางใจ64']",th,0.0,False,169,,False,0.00017030744762564737
49544," ล่าสุดคือให้นมกันท่าเนี้ย 555555 
โอ่งแมวรักแมวหลงที่แท้ทรู บ้านกับที่นอนแพงๆกี่อันก็ไม่แย่งกันนอนเท่าโอ่งอันนี้เลย🤣 ",[],[],th,0.0,False,76,,False,0.00010969045029181806
49557," rt,แลกฟอล
#imgxonlybts",[],['imgxonlybts'],th,0.0,False,1111,,False,0.0001301771239385367
49561, ไปนิวยอร์ค ไปเช่าบ้านคนไทยอยู่ ละมีวันนึงเจ้าบ้านโทรมาดุเรื่องกุญแจ ก็เลยแกล้งๆเสิร์ชชื่อเขาในgoogle เจอกระทู้พันทิปประจานเข…,[],[],th,0.0,False,80,,False,0.010343694398146384
49584," ทางนี้ทุกคนๆๆๆๆๆๆ
#HaierhappyhourwithMewGulf",[],['HaierhappyhourwithMewGulf'],th,0.0,False,57,,False,0.01435222605146631
49590, นี่บั้มหรือหนังสือพิมพ์ 55555555555555555555555555555555555555555555555555555555555 ,[],[],th,0.0,False,331,,False,0.0019149411592299778
49595, อย่ามาเก่งกะกูนะ อีเจ้าชาย ,[],[],th,0.0,False,103,,False,0.004966239676264814
49603," คุณพ่อฉันน่ะนะ

ฉันจะเป็นนีท : เป็นไปเลย แต่เวฟเป็นไม่ได้หรอก ป๊ารู้
ฉันจะเป็นฮิคิโคโมริ : เอาเลย แต่เมนไทโกะร้านนั้นอร่อยน…",[],[],th,0.0,False,9,,False,2.8261647693564322e-05
49608, ตกใจมาก ทำไมยากขนาดนี้ ,[],[],th,0.0,False,105,,False,0.0007315034131580641
49610," 📢!!World Y Awards 
☀️🌻ร่วมโหวตให้""มิวกลัฟ""ไปเวทีโลก!! 

รางวัลนี้ต้องเป็นของ มิวกลัฟ เท่านั้น

1 ฟอล = 1 บาท (1669)
3 รี = 1  บ…",[],[],th,0.0,False,2,,False,7.383610552024549e-06
49612,มึงว่าพี่มิวเข้าทวิตมาตอนนี้พี่มิวจะทำหน้ายังไง555555555555,[],[],th,0.0,False,332,,False,0.004173606448317215
49618, แต่ว่านะเคมีอัตสึคิตะในหัวกูคือตอนจีบพี่เขา ไอหมามันจะส่งข้อความไปว่า พี่ครับ ผมซื้อพรมปูพื้นมาใหม่ ช่วยดูหน่อยได้ไหมครับ…,[],[],th,0.0,False,77,,False,0.000904060095893759
49620, 🚨ทุกคนคะช่วยกันดันแท็กหน่อยค่ะ ตอนนี้สถานการณ์ที่พม่ารุนแรงมากๆเลยค่ะ มีการใช้กระสุน แก๊สน้ำตาและมีการเผาบ้านด้วยค่ะ มีหล…,[],[],th,0.0,False,6,,False,0.004378456500497409
49696, ปัญหาของ Clubhouse — มีคนที่ไม่ชอบ อยู่ในห้องที่อยากฟัง 🤪,[],[],th,0.0,False,408,,False,0.0003108331819946592
49707," น้องซื้อให้ก็ต้องใช้.. แหมมมม
นี่รอเซอไพรส์​วันเกิดน้องวินเลยนะ😍

#Merciถ้าไบร์ทรับจะรักป่ะ
#bbrightvc ",[],"['Merciถ้าไบร์ทรับจะรักป่ะ', 'bbrightvc']",th,0.0,False,596,,False,0.0005008550477816236
49711, ม้าคถามทำไรอยู่มีคนนึงบอกเรียนออนไลน์อยู่ ม้าคบอก ห๊ะ แล้วเรียนอยู่แต่เข้ามาในห้องนี่ได้ยังไง5555555555 ไม่เรียนหรอ 🤣🤣🤣🤣,[],[],th,0.0,False,27,,False,0.003434322033344433
49721, ยังไม่เคยไปเที่ยวดอย เที่ยวยอดเขาเอเวอร์เรสต์กันแหละ ,[],[],th,0.0,False,781,,False,0.00012925351044156525
49755, น่ามันเขี้ยว บีบแก้มละดังปี๊บ ๆ ,[],[],th,1.0,False,41,,False,2.6987726827031332e-05
49855, มีคนแบบนี้ในโลกด้วยอ่อคะ ฮือออ 😅 ,[],[],th,0.0,False,43,,False,0.0010489787577311976
49969, rt แลกฟอล #imgxnct,[],['imgxnct'],th,0.0,False,749,,False,0.00010674961125864037
49987, ดูแม่ส่งมาให้ดิ 🥺 จะร้องไห้แล้ว ,[],[],th,0.0,False,28,,False,0.0010523929919001125
49991, ปาความสดใสมาให้เราที,[],[],th,0.0,False,264,,False,0.0011455233435523553
49998, ฝ้ายเล่นทวิตอย่างเป็นทางการแล้ว สลิ่มเตรียมพบกับดาวดวงใหม่ได้เลย,[],[],th,0.0,False,70,,False,0.008552182261516926
50007, เมื่อมันจบลงแล้ว ช่วงที่เวลาที่เลวร้ายอาจกลายเป็นความทรงจำ คุณไม่เคยรู้ คำพูดของคุณในวันนี้อาจเป็นคำสุดท้ายของคุณในวันพ…,[],[],th,0.0,False,369,,False,0.01352110362334768
50015," ลองไอบิสครั้งแรกเพราะอยากได้สปีทเพนท์5555🍓🎨✨

บรัชเยอะอลังการสมคำล่ำลือมากกก!
ไม่รู้ทำไมแต่ปกติไม่ใช่สายเบลน แต่พอวสดด้วยไอบิส…",[],[],th,0.0,False,339,,False,0.007299972301808278
50026,เนี้ยกูก็คิดเหมือนกันอยู่ไทยเสื้อยืดราคาสามสี่ร้อยนี่ก็แพงมากแล้วอะ ดูเกาหลีดิซื้อใส่กันสบายได้ใส่ผ้าดีๆ อิสส่า,[],[],th,0.0,False,202,,False,0.0008034908001603057
50058, มีอยู่วันไปนั่งกินข้าวต้มร้านนึงแล้วป้าคนขายก็พูดกับลูกค้าว่าเนี่ยลูกได้ทำงานในศุลกากร เงินเดือนไม่เยอะหรอกแต่เอาของที่ยึด…,[],[],th,0.0,False,277,,False,0.0005975035425491588
50069, หนุ่มใหญ่สำอาง1 (ทุกคลิปเป็นการแอบถ่ายอย่าแคปหรือดึงคลิปไป) ,[],[],th,0.0,False,54,,False,0.001756674050781244
50117,"ลาดพร้าว DM. มาค่ะ
#ลาดพร้าว #ลาดพร้าว101 
#นัดเย็ดกทม #นัดเย็ดลาดพร้าว ",[],"['ลาดพร้าว', 'ลาดพร้าว101', 'นัดเย็ดกทม', 'นัดเย็ดลาดพร้าว']",th,0.0,False,236,,False,3.355515416568884e-05
50138, สุดท้ายเค้าก็ไม่ให้เลื่อนสอบ งั้นขออวนชยพรให้เด็กม.6ทุกคนที่เห็นทวิตนี้ ทำข้อสอบได้เยอะๆ อ่านอะไรขอให้ออกแบบนั้น อ่านอะไรไป…,[],[],th,0.0,False,92,,False,0.000325013580747309
50182, ติ๊กต่อกให้อะไรกับชั้นเยอะมากจริงๆ กูเคยดึงไอเหี้ยนี่จนเลือดสาด ความจริงมันแค่นี้เอง ,[],[],th,0.0,False,126,,False,0.00027703526218842935
50209, วันนี้ขอเสนอ  'กูก็ไม่ได้เป็นคนชอบเอาชนะนะ แต่กูไม่ยอม' 55555555555555555555555555,[],[],th,0.0,False,195,,False,0.0004194130941314424
50216,@ssensyl23 อิหยังวะคะน้อง กลัวสังคมลงโทษ แต่ไม่คิดเหรอที่น้องทำมันแรงกับเด็กคนนึงมากแค่ไหน เอาสนุก? เอาบรรเทิง? เอาความสะใจ?  สุดท้ายตอนนี้น้องก็ได้รับผลในสิ่งน้องทำแล้วนะคะ,[],[],th,0.0,False,98,,False,0.00054261286731541
50241, คุ้นๆ ,[],[],th,1.0,False,345,,False,0.014298431018084963
50253, อีกนิดเดียววว ช่วยสาธุ99เป็นกำลังใจให้ม่อนด้วยนะ 🙏🏻 ,[],[],th,0.0,False,219,,False,0.0003350393122640765
50272, นี่แหละความลับครับกัปตัน น้องอินจุนแอบชอบพี่แจมินก่อน ,[],[],th,0.0,False,15,,False,0.0015674896574502134
50284, แต่รุ่น 1 เหลือเยอะสุด พวกแกอดทนกันมาได้นานขนาดนี้เลยอ่ะ เก่งมากเลยนะ,[],[],th,0.0,False,55,,False,0.003785661275874266
50299," โอ่ยย ฉากนี้ซื่อเต๋ออุ้มลูกชายแม่ซะตัวน้องเหลือ 3 เซน🥺 couple goal จัดๆ 
ซูอี้น่ะนะ แพ้ใจตัวเองตั้งแต่ยอมให้เขามีอะไรด้วยแ…",[],[],th,0.0,False,36,,False,0.012283893624661047
50304, @27303572_m เป็นกำลังใจให้ปัญเจนนิษฐ์เสมอ #ปัญเจนนิษฐ์TheSeries,[],['ปัญเจนนิษฐ์TheSeries'],th,0.0,False,29,,False,2.5015809097435406e-05
50391, รีรันวีรกรรมครูในโรงเรียนค่ะ #mpsfact ,[],['mpsfact'],th,1.0,False,14,,False,0.0031950608254573383
50403, มีญาติคนไข้ท้องเสียโวยวายในห้อง ER ว่าเจ้าหน้าที่ไปดูคนไข้หัวใจหยุดเต้นกันหมดเลย ไม่มาดูคนท้องเสีย. พร้อมตะโกนด่าหมอพยาบ…,[],[],th,0.0,False,92,,False,0.00320082333310262
50427,@rakmak16 @1stimrxme  ผมค้าบ,[],[],th,0.0,False,487,,False,0.00023458282484757745
50447, ตายห่ากันหมดพอดีดิแบบนี้ ,[],[],th,0.0,False,24,,False,0.00035460135750724084
50450," แถลงการณ์จากพรรคเพื่อไทยและพรรคก้าวไกล ประณามการ #รัฐประหาร ในเมียนมาร์

#SaveMyanmar ",[],"['รัฐประหาร', 'SaveMyanmar']",th,0.0,False,89,,False,0.0002535790832552638
50463, สัส กินจะหมดป๋องแล้วเพิ่งเห็นวิธีการแดก ,[],[],th,0.0,False,45,,False,0.0025637716415285233
50471,YB ติดจอง,[],[],th,0.0,False,272,,False,0.00155393513819687
50480, เลิกได้เลิกนะ นิสัยขี้เกียจอะ เเต่ถ้าเลิกไม่ได้ ก็มานอน,[],[],th,0.0,False,103,,False,0.0019940121700825807
50544, แล้วเดี๋ยวนะ เอาทวิตที่แบมบอกว่าแมวตาเหมือนพี่บีไปฟ้องพี่เค้ากันใหญ่เลยนะ 555555555555555555555 ชนวนสงครามกลางทวิตเลยนะ ตี…,[],[],th,0.0,False,34,,False,0.004055394055690421
50590, แกเก็ทป้ะ ต่อให้แกเป็นคนพยายาม เป็นคนทะเยอทะยาน เป็นคนเก่งชิบหายแต่ถ้าแกไม่มีต้นทุนแกก็ไปไหนไม่ได้,[],[],th,0.0,False,171,,False,0.0011063325137356198
50596, นิทรรศการ ผลงานรัฐบาลและอนาคตประเทศไทย ,[],[],th,0.0,False,130,,False,0.01622999687402634
50599,อ.ปล่อยเถอะะะะะะะะะ วอนใครอย่าถาม ได้โปรดปล่อยผม,[],[],th,0.0,False,748,,False,4.452778739934721e-05
50619," เดินคนเดียวมันเหงา มาเดินกับเราได้นะ ❤️

...จับมือเดินไปด้วยกันนานๆเลยน้าาา...

#กุมภากุมใจเข้มมุก ",[],['กุมภากุมใจเข้มมุก'],th,0.0,False,132,,False,2.6133105364464893e-05
50621, รัฐบาลไทยสลายการชุมนุมที่ต่อต้านรัฐประหาร เฉลยแล้วนะ,[],[],th,0.0,False,1022,,False,0.008810003421682339
50630, ในวันที่กูล้ม ,[],[],th,0.0,False,637,,False,0.00011395192891259713
50655," #กางเกงในบ้านๆแบบนี้ดูดกลิ่นเหงื่อได้ดีทีเดียว💧💦💧💦🍆🍆🍆 เจ้าขนดก👌🏻👌🏻
รีทวิต/ติดตามกันด้วยนะครับ RT pls pls pls ",[],['กางเกงในบ้านๆแบบนี้ดูดกลิ่นเหงื่อได้ดีทีเดียว'],th,0.0,False,273,,False,0.0015150359031645124
50677," ติดเชื้อสะสม 7,163 คน  ไทมไลน์ผู้ป่วย
ไม่เห็นมีรายงานว่า เคยไปเซ็นทรัล กับเซเว่นเลยนะ #ก็แค่สงสัย",[],['ก็แค่สงสัย'],th,0.0,False,10,,False,0.0005806723771878351
50686, เสาหลักหล่อเท่😭😭😭😭 ,[],[],th,1.0,False,1,,False,0.00016909136671894445
50693, Mistine แจกฟรี ‼️ เสื้อยืด ídolo พร้อมลายเซ็นจาก @bbrightvc และ @winmetawin  2 รางวัล 😍 ใครอยากได้ต้องตามมาอ่านกติกาทางนี้…,[],[],th,0.0,False,155,,False,0.010852609510373883
50704, แจฮวานโพไอดอลคัมแบคสเตจ ชั้นคิดถึงร่างนี้ของน้อง เหมือนไม่ได้เห็นมานาน ,[],[],th,0.0,False,83,,False,0.00015904961254754364
50713, แจกแพลนเที่ยว ปี 2021 ✈️😭 ,[],[],th,1.0,False,111,,False,0.0008226360524301473
50725," วิธียื่นภาษีบุคคลปี 2563 แบบออนไลน์
ทำตามได้เลยทีละขั้นตอนแบบง่าย ๆ 

ปีนี้สรรพากรมีปรับเวปและเมนูใหม่
ลองดูข้อมูลและศึกษา…",[],[],th,0.0,False,201,,False,0.0037516455124527058
50735, เบ้าหน้าเทพเจ้า ,[],[],th,0.0,False,7,,False,0.01014421959951677
50760," ...

งานดีมาก

... ",[],[],th,0.0,False,2,,False,8.65559124749447e-05
50779," พี่วอร์กับกล้องฟิล์ม 🎞
-

อ่ย เสื้อที่พี่คลุมอยู่นี้ก็ทำหนูเขินแล้ว เสื้อมิกกี้เมาส์อะ สายตาที่เล่นกล้องอีก ก็คือเกินไปมาก…",[],[],th,0.0,False,45,,False,0.0015583095365800195
50783, ไอเหี้ยกวนตีนสัส555555555555555555555555555555555 ,[],[],th,0.0,False,24,,False,0.0009383337749851406
50800, หลงรักทุกการเคลื่อนไหว น่ามองไปหมด ยิงมาเลยค่ะเธอ ยิงให้ตุย!! ,[],[],th,0.0,False,121,,False,0.0013847565040848889
50827, วันที่ 3 มกรา เป็นวันเกิดของคูฮาร่า เมื่อตอนปี 2017 ซอลลี่เขียนอวยพรวันเกิดฮาร่าในไอจีว่า “ฮาร่า💕 ขอบคุณที่เกิดมานะคะ”,[],[],th,0.0,False,25,,False,0.0032949845862542087
50874, *รับวาดรูป*แฟนอาร์ต​เทคนิค​สีไม้ครึ่งตัวขนาด​ a5​ ​ราคา350บ.​รวมส่ง(เฉพาะช่วงโปรเดือนแรก)​ วาดมากกว่า1คนคิดเพิ่มคนละ100บ.…,[],[],th,0.0,False,797,,False,0.0002818659067006838
50877, เพื่อนเราโดนตำรวจบุกบ้านตอนกลางคืน เพียงแค่ติดรูปเหล่านี้เอาไว้หน้าบ้าน(ของเพื่อนเรา)ค่ะ ถามจริงๆกลัวกระดาษกันหรอ แล้ว…,[],[],th,0.0,False,4,,False,0.003607830995830369
50887, คลิปนี้จากเมืองเมลเบิร์นประเทศออสเตรเลีย คนที่นั่นใช้ชีวิตกันได้เกือบจะเหมือนปกติแล้ว ไม่มีเคสติดเชื้อเพิ่มมา 24 วัน ทุกคนไม่…,[],[],th,0.0,False,358,,False,0.008222459997671539
50899, ต่งเตนน่ารักกกกก ,[],[],th,0.0,False,16,,False,0.0030788520306973453
50910, มนุดกรุงเทพเขาจะเข้าใจมะว่าตจว.บางทีแม่งมีแต่เอ็มเค,[],[],th,0.0,False,44,,False,0.0008689803707570023
50915," "" ผมไม่ได้ตั้งใจที่จะเห็นหรอกนะครับแต่ว่ามัน คิก— "" ",[],[],th,0.0,False,1049,,False,0.0005453766959676839
50922," ด่วน!! ศาลยกคำร้องขอปล่อยตัวชั่วคราว ""ชูเกียรติ แสงวงศ์” หรือจัสติน คดี #ม112 #ม็อบ20มีนา  หลังยื่นประกันตัว ด้วยตำแหน่งตีเ…",[],"['ม112', 'ม็อบ20มีนา']",th,0.0,False,248,,False,0.00974654555692937
50927,อยากให้ผชบางกลุ่มเข้าใจนะว่าไม่ได้สำออยแต่มันปวดจริงๆ ปวดหลังมากนั่งนานๆไม่ได้ ปวดท้อง ขาชา ประจำเดือนมาวันแรกได้แต่นอนเหยียดขายาวๆ จิตตกม คิดมาก หน่วง อะไรไม่รู้เต็มไปหมด บางครั้งมือสั่นด้วย เวียนหัวอีกต่างหาก และใช่ค่ะ ทั้งหมดคือเกิดพร้อมๆกัน😭,[],[],th,0.0,False,135,,False,0.004137445358731983
50950, เมื่อกี้ฟังเพลงอยู่จู่ๆ playlist สุ่ม You were beautiful DAY6 มาให้ เราคือต้องรีบเบาเสียงลงเลยอะ เพราะเพลงเค้าดังอยู่แล้ว,[],[],th,0.0,False,15,,False,0.0014086224641527366
50966, ยุงหยิ่น,[],[],th,0.0,False,393,,False,0.006900964864589221
50992, แม่ผุชายเค้าชอบหนูง่า #จองโดยอง ,[],['จองโดยอง'],th,0.0,False,584,,False,0.014511596686231438
50999, ทรงผมมีเป็นร้อยเป็นพันไม่caมันจะเป็นไร,[],[],th,0.0,False,422,,False,0.00032306295226028006
51039, พอตั้งตำแหน่งให้เขาพิเศษ มันก็พิเศษไปหมดเลย ห่วงเป็นพิเศษ คลั่งรักเป็นพิเศษ เสียใจเป็นพิเศษ อบอุ่นเป็นพิเศษ,[],[],th,0.0,False,0,,False,4.964599790546148e-05
51055, หนุ่มแจ๊คสัน มมส จุกมาก หุ่นกระแทกหีสุด รูปเสียวมาก ฟิวเงี่ยนๆชู2นิ้ว ,[],[],th,1.0,False,64714,,False,0.005279249551837328
51056," สติสตางค์ไปหมดล่ะ 🤣🤣 

#หยิ่นวอร์ขึ้นบ้านFlex @warwanarat @yinyin_anw #warwanarat #yinyin_anw ",[],"['หยิ่นวอร์ขึ้นบ้านFlex', 'warwanarat', 'yinyin_anw']",th,0.0,False,30,,False,0.02524025182439588
51060,@mbbabyluvu_ @Nadia_dia04 โว๊ยยยยยยยยยยยยยยยยย,[],[],th,0.0,False,102,,False,0.008715262723190053
51079,ทำไมสั่งข้าวหมุแดงแล้วได้หมุไรมาด้วยไม่รุ้แบบมีมันอะ งง หรือเพราะหมุแดงพิเสดเลยเปนงี้ ฮือๆๆๆๆ นึกว่าหมุแดงพิเสดคือหมุแดงเยอะกว่าเดิม ไม่ใช่หมุอย่างอื่นมาด้วย!,[],[],th,0.0,False,73,,False,0.00013728665388487756
51083,ดูว่างเนอะ,[],[],th,0.0,False,393,,False,0.0001762838009315549
51090, คุณโนมินอูคือมือกลองวง TRAX ค่ายตึกชมพู SM ที่แสนจะมีเสน่ห์และเป็นนักแสดงที่เก่งมากกกกกกกด้วยค่ะ ฝากซีรีส์สืบสวนน้ำดี Par…,[],[],th,0.0,False,1822,,False,0.013117738206407983
51094, เออ แต่สนิทกันแล้วไม่มีรูปคู่นี่เรื่องจริง เพราะไร เพราะเจอหน้ากันทีก็เม้าแตกค่ะไอสัด ลืมถ่ายทุกอย่างยกเว้นอาหารที่สั่งมาแดก55…,[],[],th,0.0,False,17,,False,0.0004377186212413519
51098,นุว่าเขาแปก,[],[],th,0.0,False,7,,False,0.0003412253709946754
51105," พึ่งได้มีเวลาดู ep12 ถึงกับต้องหยุดแล้วแคปภาพ องค์ประกอบสวยมาก
อาซวี่กับเหล่าเวินอยู่ในกรอบของบอนไซจีน ความหมายคือยืนหยัดฝ่าฟั…",[],[],th,0.0,False,44,,False,0.0025553765311877833
51108,ต๋าเมื่อก่อนเรียกโคชิซามะ เดี๋ยวนี้เรียกไอ้ชาย,[],[],th,0.0,False,367,,False,0.0021905130694631664
51109," ช่องสามครับกลัฟมาแล้ว
#GulfKanawut 
@gulfkanawut",[],['GulfKanawut'],th,0.0,False,848,,False,0.0026240004006968833
51118, อีตาคนที่เตะตัดขาน้องผู้หญิงก็มีลูกสาวเรียนมัธยม...คลั่งสุดทางแล้วล่ะ(ไม่เอารูปน้องมาลงนะครับ ถึงพ่อจะคลั่งแต่ลูกไม่ควร…,[],[],th,0.0,False,65,,False,0.00010905868530587045
51136, ขอถามตรงนี้แบบแตกร้าว ขอลองเสี่ยง ไม่มีใครพี่มุราขวาเลยหรอ ,[],[],th,1.0,False,92,,False,0.003041694845079325
51169, คอลนี้แน่นมาก แน่นสุด แน่นเหมือนโกรธรบ💆🏻‍♂️ ,[],[],th,0.0,False,81,,False,0.014214548145532028
51179, ตัดภาพมาแม่ แม่ชอบบอกว่า “ชมให้มันเหลิงไปเลย เพราะมันจะเชื่อว่ามันทำได้ถ้ามีคนเชื่อในตัวมัน” อยากให้ทุกคนเป็นแบบหม่ามี้ เพ…,[],[],th,0.0,False,26,,False,0.006233016162468812
51184, ชอบเห็นภาพแบบนี้มากเลย เก็บเกี่ยวประสบการณ์จากพี่ๆเขาเยอะๆนะคับ #TaoBasxMusicExchange ,[],['TaoBasxMusicExchange'],th,0.0,False,505,,False,0.004030756236145047
51185, ทำงานอยู่ ก็ เงี่ยน ซะงั้น  เจอทักขออม ได้นะ อยากแตก 💦💦 ,[],[],th,0.0,False,5205,,False,0.005588803920772167
51234, ก่อนจะไปสาระแนเก็บงานนักศึกษา เก็บขยะหลังคณะก่อนนะคะนะคะ #ทีมมช ,[],['ทีมมช'],th,1.0,False,5,,False,0.00029072813068264485
51260,"นั่งอ่านเม้นด้วยความเอ็นดู  
เหลือบไปดูชื่อหนังสือ ยิ้มเลยยิ้มใหญ่เลยฉัน 😂",[],[],th,0.0,False,566,,False,0.0014049696045792153
