,text,withheld_in_countries,hashtags,lang,possibly_sensitive,verified_account,followers_count,location,withheld_anywhere,popularity_score
10887, Pensamiento de Franco: Diálogo Sindicalismo-Administración  a través de @fnffranco #fnff #pensamiento…,['DE'],['fnff'],es,0.0,False,4797,,True,0.06924187444017407
11477, Bule putri solo ,['XX'],[],es,0.0,False,5,,True,3.5652270084229277e-06
11478, Bule putri solo ,['XX'],[],es,0.0,False,5,,True,3.5652270084229277e-06
11507," Video 2 Viernes 29 Enero 

Que hermosa criaturita @Olivia_Teen19 

Mas fotos y videos en 
Infor…",['XX'],[],es,0.0,False,464,,True,0.005212256616227274
11603," La activista kurda, Ayşe Gökkan, participante del movimiento de mujeres y por la liberación de Kurdistán desde hace 35 año…",['TR'],[],es,0.0,False,108,,True,0.0008290673832319312
11604," La activista kurda, Ayşe Gökkan, participante del movimiento de mujeres y por la liberación de Kurdistán desde hace 35 año…",['TR'],[],es,0.0,False,108,,True,0.0008290673832319312
11669, Don jose javier castro la tiene gruesa uff me encanta ,['XX'],[],es,1.0,False,40,,True,0.0011560085579729953
11670, Don jose javier castro la tiene gruesa uff me encanta ,['XX'],[],es,1.0,False,40,,True,0.0011560085579729953
11916, O momento que o Fiuk tenta lascar de vez o psicológico da Juliette #bbb21 ,['XY'],['bbb21'],es,0.0,False,2063,,True,0.015213599732303837
11917, O momento que o Fiuk tenta lascar de vez o psicológico da Juliette #bbb21 ,['XY'],['bbb21'],es,0.0,False,2063,,True,0.015213599732303837
11933," ""Yo también sigo siendo falangista, como todos en VOX""
Los dos únicos diputados de @vox_es que acuden a ""El gato al agua"" que s…",['TR'],[],es,0.0,False,860,,True,0.005585135088317802
12016," En otro 24 de marzo llega la imagen de Felipe Solá plantando un árbol. 

Gobernador de la pcia de Bs As en la Masacre d…",['TR'],[],es,0.0,False,430,,True,0.007639062118635214
12279, #Turquía | La Vigilia por la Justicia lanzada por el #HDP después de que Ömer Faruk #Gergerlioğlu fuera despojado de su es…,['TR'],"['Turquía', 'HDP', 'Gergerlioğlu']",es,0.0,False,3371,,True,0.009478596563223144
12280, #Turquía | La Vigilia por la Justicia lanzada por el #HDP después de que Ömer Faruk #Gergerlioğlu fuera despojado de su es…,['TR'],"['Turquía', 'HDP', 'Gergerlioğlu']",es,0.0,False,3371,,True,0.009478596563223144
12558," Humor y Medievo, dulce coalición ;) 
#egunon ",['TR'],['egunon'],es,0.0,False,862,,True,0.005463700399041445
12698, 🔴 #Reportaje | Zozan y Hiwa no abandonaron #Kobanê durante la guerra. Sirvieron a la #revolución quedándose con los combat…,['TR'],"['Reportaje', 'Kobanê', 'revolución']",es,0.0,False,611,,True,6.133991622210225e-05
12699, 🔴 #Reportaje | Zozan y Hiwa no abandonaron #Kobanê durante la guerra. Sirvieron a la #revolución quedándose con los combat…,['TR'],"['Reportaje', 'Kobanê', 'revolución']",es,0.0,False,611,,True,6.133991622210225e-05
12717,"@moskeitorLady3 amiga!! cantaron sc en viva! pero la señora no dió ni la cara... 🙄
",[],[],es,0.0,False,1412,,False,0.023433171575759512
12820,@WailaHu Lol 🤣🤣🤣🤣 Aho,['IN'],[],es,0.0,False,20018,,True,0.020852673716518298
12891,"🔴#DDHH | El co-presidente de MEBYA-DER Şeyhmuz Karadağ destacó los ataques del estado turco a los muertos y los cementerios: ""Torturan los cuerpos de los fallecidos para aumentar el sufrimiento de las familias"".

",['TR'],['DDHH'],es,0.0,False,2449,,True,9.345453003499202e-05
12923," True Aurat March!
Ultra pro max
#23MarchPakistanDay2021 ",['IN'],['23MarchPakistanDay2021'],es,0.0,False,3779,,True,0.00046800169637868346
12924," True Aurat March!
Ultra pro max
#23MarchPakistanDay2021 ",['IN'],['23MarchPakistanDay2021'],es,0.0,False,3779,,True,0.00046800169637868346
13167, #24deMarzo | La capital entrerriana volvió a tener su acción de todos los 24 al cumplirse 45 años del último golpe gen…,['TR'],['24deMarzo'],es,0.0,False,430,,True,0.007643765423699942
13361," #Newroz | Las guerrillas festejaron en #Gare, el último bastión liberado de #Turquía por los guerrilleros 
",['TR'],"['Newroz', 'Gare', 'Turquía']",es,0.0,False,555,,True,0.008038349633392013
13362," #Newroz | Las guerrillas festejaron en #Gare, el último bastión liberado de #Turquía por los guerrilleros 
",['TR'],"['Newroz', 'Gare', 'Turquía']",es,0.0,False,555,,True,0.008038349633392013
13994, #NiUnaMenos | Emilse Gajes fue encontrada asesinada en las cercanías del hospital Misericordia y a metros de la casa q…,['TR'],['NiUnaMenos'],es,0.0,False,429,,True,0.00759016632579265
14162," #24deMarzo | Enorme marcha y acto por Memoria, Verdad y Justicia ✊🏽

✍🏽 @PabloVasco3
",['TR'],['24deMarzo'],es,0.0,False,430,,True,0.0076429815395224875
14358," 30000 compañeras y compañeros detenidos desaparecidos PRESENTES! 
AHORA Y SIEMPRE!✊🏽

#24Marchamos con el @fit_unidad y…",['TR'],['24Marchamos'],es,0.0,False,431,,True,0.0076427539239112266
14359, Este #24Marchamos porque no abandonamos la lucha ni los sueños de quienes dieron su vida por un mundo más justo e igual…,['TR'],['24Marchamos'],es,0.0,False,431,,True,0.0076427539239112266
14360," ¿Justo el ministro Guzmán tenía que estar en Washington un día como hoy? ¿Y encima, para negociar una estafa monumental que…",['TR'],[],es,0.0,False,431,,True,0.0076427539239112266
15148,@Ed0Nov Cuando quieras,['XX'],[],es,0.0,False,186,,True,4.180039801892023e-05
16024," #Imrali | ""Las personas tienen derecho a reunirse con sus familiares y abogados. Sin embargo, no es posible reunirse con Ö…",['TR'],['Imrali'],es,0.0,False,93,,True,0.011271989798016123
16025," #Imrali | ""Las personas tienen derecho a reunirse con sus familiares y abogados. Sin embargo, no es posible reunirse con Ö…",['TR'],['Imrali'],es,0.0,False,93,,True,0.011271989798016123
16207," ¡Comenzamos el 2021 uniéndonos al grupo de escritores y analistas de @Pinnacle @PinnacleLATAM!

El previo con las probabilida…",['RU'],[],es,0.0,True,35750,,True,0.002630958843113833
16226, No se quiere dormir🍆🍆🍆 va tocar ejercitarla 💦 ,['XX'],[],es,0.0,False,271,,True,0.0008669576249062167
16227, No se quiere dormir🍆🍆🍆 va tocar ejercitarla 💦 ,['XX'],[],es,0.0,False,271,,True,0.0008669576249062167
16309, Que alivio mear en el campo 🌿🌾🥒 ,['XX'],[],es,1.0,False,1622,,True,0.007796790249805616
16310, Que alivio mear en el campo 🌿🌾🥒 ,['XX'],[],es,1.0,False,1622,,True,0.007796790249805616
16319,Racismo no ?,[],[],es,0.0,False,681,,False,0.00782728634775201
16434," Mmmm!!!
Despacio cariños hay suficiente para todos jijiji ",['XX'],[],es,1.0,False,1139,,True,0.006572557720016857
16542,"Pensamiento de Franco: Al Consejo Económico-sindical de Galicia
 a través de @fnffranco #fnff #pensamientodefranco",['DE'],"['fnff', 'pensamientodefranco']",es,1.0,False,11431,,True,0.0006010766967552253
17396, Nosotros también despiertos ,['XX'],[],es,0.0,False,70,,True,0.0017660969372919788
17397, Nosotros también despiertos ,['XX'],[],es,0.0,False,70,,True,0.0017660969372919788
17409, #Ataque ‼️| Aviones de combate turcos bombardearon hoy martes la aldea de Shene en la región de Pishder en #Kurdistán del…,['TR'],"['Ataque', 'Kurdistán']",es,0.0,False,1925,,True,0.020355935523662206
17410, #Ataque ‼️| Aviones de combate turcos bombardearon hoy martes la aldea de Shene en la región de Pishder en #Kurdistán del…,['TR'],"['Ataque', 'Kurdistán']",es,0.0,False,1925,,True,0.020355935523662206
17675,Pasear hoy por ahí....,[],[],es,0.0,False,183,,False,0.001722608331863847
18149,@iValenCastro Lo Mejor Del Mundo 🌏 ,['XX'],[],es,1.0,False,39,,True,0.0009479842771071364
18320, ¿Te sientes culpable de hablar de las cosas que perdiste este año porque otros lo pasan peor? Se llama duelo sin derechos y es…,['IN'],[],es,0.0,False,205,,True,0.0013389847307055066
18459," @ActuFoot_ Chelsea - Atletico 
Si besoin #CHEATM 
",['XY'],['CHEATM'],es,0.0,False,1078,,True,0.009478191002933999
18460," @ActuFoot_ Chelsea - Atletico 
Si besoin #CHEATM 
",['XY'],['CHEATM'],es,0.0,False,1078,,True,0.009478191002933999
18644, Activos así no se mueran nunca porfavoooor!! ,['XX'],[],es,0.0,False,107,,True,0.007334488492813555
18645, Activos así no se mueran nunca porfavoooor!! ,['XX'],[],es,0.0,False,107,,True,0.007334488492813555
18672," Muy buenos días mis amores bellos😍

Qué te parece mi lencería negra?🙈

 🔞 a sólo 4 dólares mensuales…",['DE'],[],es,1.0,False,193386,,True,0.030760958508967
18678," El buen #tóxico de #La_mas_Draga
Muy lindo, muy todo...
Los que querrían verlo desnudo aquí esta chicos heheh.. Saludos e…",['XX'],"['tóxico', 'La_mas_Draga']",es,0.0,False,142,,True,0.007787184548036939
18679," El buen #tóxico de #La_mas_Draga
Muy lindo, muy todo...
Los que querrían verlo desnudo aquí esta chicos heheh.. Saludos e…",['XX'],"['tóxico', 'La_mas_Draga']",es,0.0,False,142,,True,0.007787184548036939
18774, Hola mis bebes no olviden suscribirse a mi canal de onlyfans mi mejor contenido allí 🔥🍑👑 ,['XX'],[],es,0.0,False,47,,True,0.00046329069890498097
18775, Hola mis bebes no olviden suscribirse a mi canal de onlyfans mi mejor contenido allí 🔥🍑👑 ,['XX'],[],es,0.0,False,47,,True,0.00046329069890498097
18971, #Boğaziçi | 51 alumnos que fueron detenidos en las protestas contra Melih Bulu y fueron llevados al Palacio de Justicia de…,['TR'],['Boğaziçi'],es,0.0,False,1925,,True,0.02038337146987312
18972, #Boğaziçi | 51 alumnos que fueron detenidos en las protestas contra Melih Bulu y fueron llevados al Palacio de Justicia de…,['TR'],['Boğaziçi'],es,0.0,False,1925,,True,0.02038337146987312
19090,"Pensamiento de Franco: Los viejos sindicatos
 a través de @fnffranco #fnff #pensamientodefranco",['DE'],"['fnff', 'pensamientodefranco']",es,1.0,False,11485,,True,0.0006204021155711357
19109, 🐗 Ataque de un jabalí a un montañero en los Pirineos franceses ,['TR'],[],es,0.0,False,862,,True,0.005476242545880719
19166," Les voy a mandar mensaje a todos los que le den RT 🥰
Ya saben que si cumplo bebes 👅
Manden mensaje estare leyendo todo…",['XX'],[],es,0.0,False,10,,True,3.211033129572581e-06
19167," Les voy a mandar mensaje a todos los que le den RT 🥰
Ya saben que si cumplo bebes 👅
Manden mensaje estare leyendo todo…",['XX'],[],es,0.0,False,10,,True,3.211033129572581e-06
20183," Riegas la Planta?? 
Like and Retwitt si lo Harias.... 

🔞  ",['XX'],[],es,1.0,False,101039,,True,0.0038272466904755347
20184," Riegas la Planta?? 
Like and Retwitt si lo Harias.... 

🔞  ",['XX'],[],es,1.0,False,101039,,True,0.0038272466904755347
20269, CENSURADO,['BR'],[],es,0.0,False,4335,,True,0.019313012279275125
20270, CENSURADO,['BR'],[],es,0.0,False,4335,,True,0.019313012279275125
20564," #NA75Daska 
18/360 PS
PTI: 5747
PMLN: 3483
#بلے_پہ_ٹھپہ
@AliAsjadMalhi VS @SyedaNosheenPK",['IN'],"['NA75Daska', 'بلے_پہ_ٹھپہ']",es,0.0,False,1949,,True,0.0017475947443638892
20631," #Cultura | Hozan Seyitxan ha lanzado una canción sobre Qandil que dice: ""Debemos cuidar de Qandil para que la bandera de l…",['TR'],['Cultura'],es,0.0,False,3206,,True,0.03607859108158383
20632," #Cultura | Hozan Seyitxan ha lanzado una canción sobre Qandil que dice: ""Debemos cuidar de Qandil para que la bandera de l…",['TR'],['Cultura'],es,0.0,False,3206,,True,0.03607859108158383
20658," Cuánto les mide ? 🍆😳
RT 🔥 ",['XX'],[],es,0.0,False,0,,True,2.8742419840004013e-06
20659," Cuánto les mide ? 🍆😳
RT 🔥 ",['XX'],[],es,0.0,False,0,,True,2.8742419840004013e-06
20668,Encore le hasard !,[],[],es,0.0,False,3,,False,1.1598005279673259e-05
20707, Testando,['BR'],[],es,0.0,False,1922,,True,0.01163616819103877
20708, Testando,['BR'],[],es,0.0,False,1922,,True,0.01163616819103877
20766, La Policía del Capitolio pide mantener el alambre de púas por lo menos hasta  septiembre debido a preocupación de contin…,['TR'],[],es,0.0,False,3892,,True,0.002244430856274442
20883," 🔴#Reportaje | Hesekê hace tiempo que se liberó del terror del #ISIS, pero las minas y las trampas explosivas de los yihadi…",['TR'],"['Reportaje', 'ISIS']",es,0.0,False,3204,,True,0.035647910015206286
20884," 🔴#Reportaje | Hesekê hace tiempo que se liberó del terror del #ISIS, pero las minas y las trampas explosivas de los yihadi…",['TR'],"['Reportaje', 'ISIS']",es,0.0,False,3204,,True,0.035647910015206286
21018, Asé mucho frío pero ni modos d dónde m saludas ,['XX'],[],es,0.0,False,205,,True,0.0050707960048413
21019, Asé mucho frío pero ni modos d dónde m saludas ,['XX'],[],es,0.0,False,205,,True,0.0050707960048413
21226,@drbarbarosla @OIRSpox Liar! ,['TR'],[],es,0.0,False,1726,,True,0.0273882519986823
22335,JAJAJAJA qué les PASA XDD,[],[],es,0.0,False,34,,False,0.008294639687365194
22364," Lee la nota de Impulso Socialista de #Colombia sobre la #ReformaTributaria y las políticas de ajuste de @IvanDuque   
",['TR'],"['Colombia', 'ReformaTributaria']",es,0.0,False,429,,True,0.007554630243081372
22552," #FreeOcalan 🔴| La solicitud presentada por los abogados de Abdullah Öcalan, Nevroz Uysal, Faik Özgür Erol, Cengiz Yürekli…",['TR'],['FreeOcalan'],es,0.0,False,446,,True,0.02308499352230883
22553," #FreeOcalan 🔴| La solicitud presentada por los abogados de Abdullah Öcalan, Nevroz Uysal, Faik Özgür Erol, Cengiz Yürekli…",['TR'],['FreeOcalan'],es,0.0,False,446,,True,0.02308499352230883
22606,Nueva entrada en la web: Respuesta a la crítica vertida en el blog ‘Solidaridad Obrera’ de CNT Catalunya a la propuesta del Confederalismo Democrático  ,['TR'],[],es,1.0,False,5515,,True,0.0012165480101359284
22884,"Dedicamos está medida al exiliado ex-derechista devenido en socialdemócrata @vonbracesco, que se cansó de contarnos todas las bondades del país teutón.
Como es ley en vida, el pez por la boca muere. LTA te canto Bracesco, si si, desde Peronia.",[],[],es,0.0,False,428,,False,0.003688479800760457
23003, Que rico exibicionista🔥🍆💦🐷 ,['XX'],[],es,1.0,False,201,,True,0.004195062662166222
23004, Que rico exibicionista🔥🍆💦🐷 ,['XX'],[],es,1.0,False,201,,True,0.004195062662166222
23567," Cada uno cosecha lo que siembra. En Lago Puelo los vecinos recibieron tan mal a Alberto, que debió terminar huyendo con su…",['FR'],[],es,0.0,False,134,,True,0.004088810860615238
24007," ✈️ LATAM: La lucha sigue 

#LatamNingunaFamiliaEnLaCalle
",['TR'],['LatamNingunaFamiliaEnLaCalle'],es,0.0,False,432,,True,0.007581122047732684
24566," #DomingoDeGanarSeguidores #FelizDomingoATodos 💋
Este mes todos los dias en mi webcam personal para hacer travesuras cont…",['DE'],"['DomingoDeGanarSeguidores', 'FelizDomingoATodos']",es,0.0,False,195803,,True,0.030829034897835065
24868, Excelente fin de semana chic@s ,['XX'],[],es,0.0,False,654,,True,0.0028552448529673615
24869, Excelente fin de semana chic@s ,['XX'],[],es,0.0,False,654,,True,0.0028552448529673615
25286,"pls que paja ver que ahora este de moda hacerse ojeras falsas cuando mayormente son por la falta de sueño, cansancio físico y/o mental ¿? onda pq querrían hacerlo moda cuando es algo preocupante 😭😭",[],[],es,0.0,False,1055,,False,0.004809386106556714
25379,Seré todo lo freak que quieran pero pasar año nuevo viendo un stream si está sad,['DE'],[],es,0.0,False,276,,True,0.002544115570780328
25882, Lista de Derecha a la Convención se prepara a conseguir el tercio de convencionales para impedir una nueva Constitució…,['DE'],[],es,0.0,False,106,,True,0.0021049021711731764
25883, Lista de Derecha a la Convención se prepara a conseguir el tercio de convencionales para impedir una nueva Constitució…,['DE'],[],es,0.0,False,106,,True,0.0021049021711731764
26119,Nueva entrada en la web: La importancia y el significado de la resistencia en prisión  ,['TR'],[],es,1.0,False,5513,,True,0.0012436553033919088
26304," #LaMatanza | #LibertadARafael
Con represión, detenciones arbitrarias y una causa armada intentan dar lección a quienes…",['TR'],"['LaMatanza', 'LibertadARafael']",es,0.0,False,432,,True,0.007580338163555229
26546," #DDHH | Parlamentarios europeos lanzan una campaña para la liberación del ex co-presidente del HDP Selahattin #Demirtaş, q…",['TR'],"['DDHH', 'Demirtaş']",es,0.0,False,1945,,True,0.021870289452618288
26547," #DDHH | Parlamentarios europeos lanzan una campaña para la liberación del ex co-presidente del HDP Selahattin #Demirtaş, q…",['TR'],"['DDHH', 'Demirtaş']",es,0.0,False,1945,,True,0.021870289452618288
26639," Ahora Estan En GRATIS 

#NickyHot
#KatrinaSex

#Webcammers  #PORNO #EMITIENDO #24hpartyfree ",['DE'],"['NickyHot', 'KatrinaSex', 'Webcammers', 'PORNO', 'EMITIENDO', '24hpartyfree']",es,1.0,False,195617,,True,0.03082172540362415
26794, Quien verlas sin censura denle rettwit ya me suscribo a su only ,['XX'],[],es,1.0,False,38,,True,4.415343062992903e-06
26795, Quien verlas sin censura denle rettwit ya me suscribo a su only ,['XX'],[],es,1.0,False,38,,True,4.415343062992903e-06
27034," La deuda es con nosotras y nosotres, no con el FMI! 
#8M2021 ",['TR'],['8M2021'],es,0.0,False,428,,True,0.007614694350905005
27198,Nueva entrada en la web: Las motivaciones de los voluntarios internacionalistas en Rojava - 2ª parte  ,['TR'],[],es,1.0,False,5524,,True,0.0012615325202818587
27250, 11 (ELEVEN!) #ORGASMS for @AllieAddisonxxx 😍 ,['DE'],['ORGASMS'],es,0.0,False,100,,True,0.0008222655821700179
27251, 11 (ELEVEN!) #ORGASMS for @AllieAddisonxxx 😍 ,['DE'],['ORGASMS'],es,0.0,False,100,,True,0.0008222655821700179
27435," @DiabloNavarra Por supuesto, nada de ofertar en toda la ciudad ¿verdad? todo en la Cochinchina para que no se matricule ni Cri…",['TR'],[],es,0.0,False,574,,True,0.004685533025417586
27436," @DiabloNavarra Por supuesto, nada de ofertar en toda la ciudad ¿verdad? todo en la Cochinchina para que no se matricule ni Cri…",['TR'],[],es,0.0,False,574,,True,0.004685533025417586
27590, 11 (ELEVEN!) #ORGASMS for @AllieAddisonxxx 😍 ,['DE'],['ORGASMS'],es,0.0,False,23,,True,1.0181229764271871e-05
27591, 11 (ELEVEN!) #ORGASMS for @AllieAddisonxxx 😍 ,['DE'],['ORGASMS'],es,0.0,False,23,,True,1.0181229764271871e-05
27681, Estaré más activa por aquí💦🤍les dejo un video de buenas noches✨ ,['XX'],[],es,0.0,False,28,,True,2.3936951079605312e-05
